,source_id_lattes,target_id_lattes,academic_degree,start_year,conclusion_year,course,institution,thesis,major_area,area
44751,9912927649871374,184424645432858,doutorado,1998.0,2002,engenharia mecânica,universidade de são paulo,desenvolvimento de metodologia de projeto de sistema de posicionamento dinâmico aplicado a operações em alto mar,engenharias,
185424,3749681410286791,790374497878067,mestrado,1998.0,2001,enfermagem,universidade de são paulo,a pressão arterial em funcionários do hospital universitário regional do norte do paraná associação com variávies biopsicossociais hábitos de vida e conhecimento sobre hipertensão,ciencias da saude,
384009,10225054,1515433725914811,mestrado,1998.0,2001,ciências da comunicação,universidade de são paulo,intertextualidade nos meios de comunicação em campanhas eleitorais,ciencias sociais aplicadas,
109093,451284088402660,10399925,mestrado,,2012,programa de pós graduação em química ufscar,universidade federal de são carlos,um estudo de aspectos do sistema solo planta a partir de uma abordagem investigativa no ensino de química,,
1391455,9807806156636449,8837464200596749,mestrado,2006.0,2008,biologia celular e estrutural,universidade estadual de campinas,alterações do músculo quadríceps pós estimulação elétrica neuromuscular em indivíduos normais e portadores da disfunção femoropatelar,ciencias biologicas,
965160,5139765780779893,3270814551206587,mestrado,,2013,ecologia e evolução,universidade federal de goiás,diversidade evolutiva em morcegos padrões geográficos e aplicações em conservação,ciencias biologicas,
681876,9165109840414837,1406099487936039,doutorado,2009.0,2013,química,instituto de química de araraquara,contribuição da deposição atmosférica seca de compostos nitrogenados na disponibilização de nutrientes e na indução do fenômeno de eutrofização em reservatório localizado no interior do estado de são paulo,ciencias exatas e da terra,
387779,10230782,3311154033645722,doutorado,2009.0,2013,programa de pós graduação em química,universidade federal de santa catarina,syntheses and characterization of luminescent compounds containing 2 1 3 benzoxadiazole and 2 1 3 benzothiadiazole and thiophene based luminescent liquid crystals,,
1128179,7017783192325647,4622667483755571,doutorado,2015.0,2019,letras teoria literária e literatura comparada,universidade de são paulo,o romance monstruoso 2666 de roberto bolaño,linguistica letras e artes,
1191650,5265671173595770,9382345440242530,mestrado,2014.0,2016,toxinologia,instituto butantan,caracterizando o perfil enzimático de extratos de tentáculos da água viva do atlântico sul olindias sambaquiensis hydrozoa,ciencias biologicas,
392779,6600425096998622,10238344,mestrado,,2016,ciências do movimento humano,universidade federal do rio grande do sul,efeito do método pilates na amplitude do turnout de bailarinas,,
292517,9100164825967718,10089533,mestrado,,1989,,universidade federal de santa catarina,análise da prática docente um estudo da dinâmica da modernização pedagógica,,
355327,1320281388219996,10182018,mestrado,,2012,administração p,universidade nove de julho,o uso de computação em nuvem em projetos de ti,ciencias sociais aplicadas,
772256,1968477845967720,4320403072296521,mestrado,2016.0,2018,comunicação social,universidade metodista de são paulo,a representação do brasileiro no exterior na perspectiva do programa o mundo segundo os brasileiros,,
1390003,8768411033062300,9910485947432977,mestrado,1997.0,1999,ciência da informação,pontifícia universidade católica de campinas,busca da informação para desenvolvimento das atividades acadêmicas pelos médicos docentes da universidade estadual de maringá,ciencias sociais aplicadas,
1234352,5760250954587366,6267235432651093,mestrado,1995.0,1999,ciência e tecnologia de alimentos,universidade federal de viçosa,extração do óleo de babaçu orbinia martiana por prensagem contínua,ciencias agrarias,ciência e tecnologia de alimentos
700928,8102580638435168,1520983647863190,mestrado,2014.0,2015,hepatologia,universidade federal de ciências da saúde de porto alegre,impacto da terapia antirretroviral na resposta ao tratamento da hepatite c crônica em indivíduos co infectados pelo hiv,,
1165347,8901320181295016,4998541124557819,mestrado,2007.0,2011,design,centro universitário senac,reconhecendo estilos de aprendizagem em mundos virtuais 3d como subsídio para o design educacional,ciencias humanas,
1286104,9859511150127352,6458254104329870,doutorado,2012.0,2015,engenharia de sistemas agrícolas,universidade de são paulo,creating optimized machine working patterns on agricultural fields,ciencias agrarias,
486579,1239530829485063,10379404,mestrado,,2010,engenharia biomédica,universidade de mogi das cruzes,estatística da localização de lesões mamárias nas bases de imagens mias e ddsm,,
692937,7394219474074195,1470262794985280,mestrado,2016.0,2018,ciências da linguagem,universidade do sul de santa catarina,para além do crivo circulação de sentidos na prática de mulheres em ganchos sc,linguistica letras e artes,
1256280,7293090235151230,6039087439070716,mestrado,2015.0,2017,aquicultura e pesca,instituto de pesca,utilização de malha de cobre para o controle de incrustações biológicas,,
937674,3072606232109429,8965029604263226,mestrado,2013.0,2016,agronomia fitopatologia,universidade federal de lavras,avaliação do potencial de inóculo de patógenos em sementes sua relação com a qualidade fisiológica e quantificação do dna fúngico por qpcr,,
949233,3154493426404704,9114755427100837,mestrado,2008.0,2010,letras,universidade católica de pelotas,a influência da fala bilíngue hunsrückisch português brasileiro na escrita de crianças brasileiras em séries iniciais,linguistica letras e artes,
520060,10429668,9809880733925445,mestrado,2005.0,2007,enfermagem,universidade estadual de campinas,qualidade de vida adaptação cultural do spitzer quality of life,ciencias da saude,
226395,10463660,974884641870088,mestrado,1973.0,1976,oceanografia biológica,instituto oceanográfico da usp,aspectos do ciclo de vida de hyale media amphipoda gammaridea,ciencias exatas e da terra,
1392172,8871454632145848,9206947061947088,doutorado,2014.0,2017,programa de pós graduação em ciências sociais,universidade federal do rio grande do norte,planos nacionais para erradicação do trabalho escravo análise da eficácia de um monitoramento do trabalho escravo contemporâneo no brasil 2003 2015,ciencias humanas,
969147,3300753172279436,9806657677353091,mestrado,1999.0,2003,engenharia de sistemas e computação,universidade federal do rio de janeiro,plataforma modular amigável para uso em simulação de protocolos da subcamada de acesso ao meio,outros,
472040,3913946805965518,10356707,mestrado,,2005,odontologia,centro de pesquisas odontológicas são leopoldo mandic,avaliaçõ da efetividade do sistema adesivo cianoacrilato na resistência ao cisalhamento de braquetes em ambienteúmido,,
1290445,6518749034599659,8934199177420019,mestrado,2015.0,2017,serviço social,universidade federal do amazonas,o ensino teórico prático em serviço social na cidade de manaus a formação profissional em questão,ciencias sociais aplicadas,
370430,9933875438761784,10204533,mestrado,,1999,zootecnia,universidade federal de viçosa,avaliação dos desempenhos produtivo e reprodutivo de um rebanho da raça holandesa do sul da bahia brasil,ciencias agrarias,
108030,447803593880168,10312558,mestrado,,2014,mestrado profissional em administração,universidade metodista de piracicaba,análise da rotulagem nutricional e dos apelos visuais nas embalagens de biscoito um estudo com universitários comsumidores de biscoitos produzidos em paracatu minas gerais,ciencias sociais aplicadas,
1045164,3899512933207687,9447533999103310,mestrado,2003.0,2005,educação,universidade federal do piauí,as representações político culturais da capoeira nos livros didáticos uma abordagem a partir da teoria dos estudos culturais,,
1046698,9462923096505763,3911048775853689,doutorado,,2010,engenharia mecânica,universidade federal da paraíba,estudo e aplicação da lógica fuzy no controle térmico utilizando como energia do gás natural,engenharias,
720588,4633694457560431,1641262740001763,mestrado,2009.0,2011,engenharia de produção,universidade federal do rio de janeiro,inovação no setor de fundição impacto ambiental e energético,engenharias,
264321,8739431159426389,10047286,pos-doutorado,,1996,,centro brasileiro de pesquisas físicas,,,
268782,10053972,9021281284310269,doutorado,1985.0,1988,física,universidade de são paulo,tratamento semiclassico da energia de correlacao de sistemas nucleares,ciencias exatas e da terra,
1170896,7769639637061280,5055317600963594,doutorado,2011.0,2015,música,universidade federal do rio grande do sul,alunos de ensino médio e suas aprendizagens na aula de música como componente curricular um estudo com turmas de primeiro ano do colégio estadual júlio de castilhos porto alegre rs,linguistica letras e artes,
366818,1592783766193850,10199009,doutorado,,2010,psicologia clínica,universidade de são paulo,modelo preditivo de competencia social,ciencias humanas,
1399507,9865045321306211,9296842557211977,doutorado,2015.0,2019,educação,universidade do estado do rio de janeiro,não falo do lugar dos derrotados o encontro de saberes e suas potencialidades emancipatórias,,
327568,9020432597145340,10141065,mestrado,,2005,discapacidad ei nclusion social,universidad nacional de colombia,mecanismos de exclusión en instituciones de rehabilitación,ciencias humanas,ciência política
1111394,4470574323962701,9388345432252862,mestrado,2007.0,2009,biologia animal,universidade federal de viçosa,avaliação de três anestésicos para espécies de peixes reprodutores utilizando o método de imersão,ciencias biologicas,
234080,9134156549907160,10003921,mestrado,,2017,administração de empresas,centro universitário fecap,gerenciamento de resultados contábeis nos períodos de troca do principal executivo ceo de companhias abertas no brasil,,
816906,2246120528280389,4454017616574035,mestrado,2005.0,2007,direito político e econômico,universidade presbiteriana mackenzie,elementos da soberania e do tribunal penal internacional,,
974137,3339176232763386,8208502078802716,pos-doutorado,,2017,,universidade estadual do ceará,,ciencias biologicas,
857206,2504004088815780,8309563814281866,doutorado,2003.0,2007,música,universidade federal do rio grande do sul,os saberes docentes na ação pedagógica dos dos estagiários de música dois estudos de caso,linguistica letras e artes,
832664,2342639430055150,4124140565963741,mestrado,2009.0,2012,direitos humanos cidadania e violência,instituto euro americano de educação ciência e tecnologia,poder legislativo e participação estudo de caso da comissão de participação popular da assembléia legislativa do estado de minas gerais 2003 2010,ciencias humanas,
828025,5630326001367219,2313214457077637,doutorado,2005.0,2009,ciências biociências aplicadas à farmácia,universidade de são paulo,administração de dehidroepiandrosterona dhea como mediador da resposta imune em ratos jovens e senis infectados com trypanosoma cruzi submetidos ao estresse repetitivo,ciencias biologicas,
531197,10446015,1162247534435007,mestrado,2013.0,2016,biotecnologia,universidade federal do amazonas,produçao de anticorpos para escherichia coli enteropatogênica,,
962242,4434150974210552,3249387643764734,mestrado,2011.0,2014,alimentos nutrição e saúde,universidade federal da bahia,desnutrição neonatal em ratos suplementados com l triptofano estudo da plasticidade fenotípica no crescimento e no consumo alimentar,ciencias da saude,
526963,8128861308305034,10439968,mestrado,,2006,agronomia,universidade estadual de londrina,analise de fatores e estratificação ambiental na avaliação da adptabilidade de soja,ciencias agrarias,
1219107,9643397552408265,5566817045670053,mestrado,2015.0,2017,administração,universidade de brasília,o incentivo de governo e de escolas à coprodução do ensino fundamental público por familiares de alunos,ciencias sociais aplicadas,
249944,5424651831210420,10026977,mestrado,,2011,masterstudiengang regenerative energien und energi,universität kassel,vergleich von facts topologien für den einsatz in dezentralen und erneuerbaren energiesystemen,,
764314,1917359676356798,9674615367140379,mestrado,2017.0,2019,filosofia,universidade estadual de campinas,o conflito na cidade liberdade e corrupção,ciencias humanas,
1149219,4829543404728309,6429450331961359,mestrado,2015.0,2017,economia,universidade federal do rio grande do norte,desenvolvimento espacial paraibano e suas implicações na formação territorial,,
157074,660263492919489,9703306021572261,mestrado,2009.0,2011,geografia,universidade federal do rio grande,espaços públicos no cenário urbano rio grandino um estudo do papel social das praças na cidade do rio grande,ciencias humanas,
15992,61972656195816,989260090585179,mestrado,2013.0,2015,ciências ambientais,universidade estadual paulista júlio de mesquita filho,efeito fitotóxico e potencial remediador de três espécies vegetais contaminadas com benzeno,,
322182,9421437179062461,10132875,mestrado,,2013,mestrado profissional em fonoaudiologia,universidade veiga de almeida,achados audiológicos em pacientes acometidos por trauma cranioencefálico,,
22463,2822083442350559,91684071209689,mestrado,2000.0,2003,direito,universidade do estado do rio de janeiro,tribunal penal internacional trajetórias legais em busca de justiça,,
970791,3313566012388328,7228371339531651,mestrado,2011.0,2012,engenharia elétrica,universidade estadual de campinas,controle de motor duplamente alimentado utilizando mras,,
1055279,3982102636233565,9798798275653601,doutorado,2014.0,2018,doutorado em enfermagem área de concentração filosofia saúde e sociedade,universidade federal de santa catarina,massagem perineal na gestação para prevenção do trauma perineal no parto abordagem quantitativa e qualitativa,ciencias da saude,
1121140,4558796258762790,5095922628876092,doutorado,2005.0,2009,física,universidade de são paulo,influência das flutuações de energia escura na formação de aglomerados de galáxias,ciencias exatas e da terra,
113480,469655172816004,4755853849436414,mestrado,2007.0,2009,estudos da linguagem,universidade estadual de londrina,leitura semiótica no vestibular do tema ao texto,,
547512,10470492,1400700238188947,doutorado,2000.0,2005,arquitetura e urbanismo,universidad de valladolid,arquitectura religiosa contemporánea en brasil la multiculturalidad de la forma,linguistica letras e artes,artes
521073,1957087099988521,10431301,mestrado,,1992,agronomia energia na agricultura,universidade estadual paulista júlio de mesquita filho,arado de aiveca desempenho operacional em função do número de corpos e do tamanho das relhas,ciencias agrarias,
451893,3256062140638510,10326035,mestrado,,2019,ensino de ciências e matemática,faculdade de educação usp,o professor entre o profissionalismo e o heroismo motivações e expectativas para a escolha da carreira docente,,
584455,10526146,1616054285853488,doutorado,2009.0,2013,centre for creative competitive design,cranfield university,the impact of european design policies and their implications on the development of a framework to support future brazilian design policies,ciencias sociais aplicadas,
397283,4307976407499274,10244863,mestrado,,2007,direito,universidade estácio de sá,limites e possibilidades de dano moral por abandono afetivo nas relações paterno filiais,,
790787,2081738892561567,5759623883813822,doutorado,2009.0,2012,letras e linguística,universidade federal de goiás,o discurso jornalístico sobre educação em pensar,,
777578,2003298427606382,7423220272685002,mestrado,,2007,estudos populacionais e pesquisas sociais,ence coordenação do mestrado,análise espacial dos acidentes de trânsito com vítimas fatais na cidade do rio de janeiro,,
317001,5242155242490047,10125001,mestrado,,2018,engenharia de minas metalúrgica e de materiais,universidade federal do rio grande do sul,estudo do impacto de diferentes aportes térmicos na soldagem mag robotizada para aços de alta resistência bifásico,,
1058577,4010182047075748,4114736248263579,doutorado,1989.0,1996,lingüística,universidade de são paulo,aspectos de uma modalidade de discurso mediado por computador,linguistica letras e artes,
771901,1966302105908347,5437989681093332,mestrado,2002.0,2004,história,universidade federal do paraná,escola de modelos três décadas do anuário das senhoras,ciencias humanas,
39267,161441613726404,2528969625695006,doutorado,2006.0,2010,engenharia mecânica,universidade federal fluminense,xxxxxxx,,
309989,10115074,7580163554218953,doutorado,2001.0,2004,ciencia e tecnologia de alimentos,universidad autónoma de madrid,estudo do mel de melipona uruçu amarela visando agregar valor aos pequenos produtores da amazônia,ciencias agrarias,
176908,2572300460729333,750045818713177,mestrado,2005.0,2007,ciências e engenharia de materiais,universidade de são paulo instituto de física de são carlos,estudo das propriedades de transporte em condutores iônicos vitreos por técnicas de ressonância magnética nuclear,,
677756,7099315868609771,1381642072202709,mestrado,2009.0,2011,educação,universidade católica de santos,representações socias dos educadores profissionais do programa escola da família sobre as práticas pedagógicas,,
689321,5640513090267279,1448154911937375,doutorado,1988.0,1992,educação,pontifícia universidade católica do rio de janeiro,infância e linguagem o econtro da ética e da estética nas ciências humanas,ciencias humanas,
291637,9916129631759820,10088036,mestrado,,2013,mestrado profissionalizante em biotecnologia,universidade positivo,estudo do efeito ecotoxicologico de antibióticos sobre bioindicadores,,
1289885,8726447605782301,6511537857432096,mestrado,2016.0,2018,ciências farmacêuticas,universidade federal de pernambuco,perfil fitoquímico do extrato etanólico das folhas de jatropha mollissima pohl baill e avaliação da sua atividade toxicológica antitumoral e antibacteriana,ciencias biologicas,
16472,6936108885268862,64147274854057,doutorado,,2019,doutorado em saúde pública,centro de pesquisas aggeu magalhães fiocruz,regionalização da vigilância em saúde no brasil,,
501255,10401788,6738485155904935,doutorado,2015.0,2018,management science,lancaster university,towards an understanding of temporary supply chains a study of organisations and technology,ciencias sociais aplicadas,
1275410,6303435255974589,7563630508286403,mestrado,2009.0,2011,educação processos formativos e desigualdades sociais,universidade do estado do rio de janeiro,debates intelectuais sobre educação aproximações e distanciamentos dos projetos católicos e escolanovistas durante as décadas de 1920 e 1930,ciencias humanas,
271058,1717412318563908,10057246,mestrado,,2016,pós graduação em química,universidade federal da paraíba,síntese caracterização e propriedades magnéticas de ferritas de niquel cobre,ciencias exatas e da terra,
164327,693956155711619,4010431440220225,mestrado,,2014,aqüícultura,universidade federal de santa catarina,uso de leitos de secagem para o tratamento de efluentes do sistema bft,ciencias agrarias,
249215,6454462192267798,10025897,mestrado,,2014,agroenergia,fundação universidade federal do tocantins,avaliação da produtividade agrícola e de etanol de duas cultivares de batata doce quando submetidas a dois sistemas de produção de mudas em palmas to,ciencias agrarias,
619957,6442201572676110,10580067,mestrado,,2014,ciências agrárias agronomia,instituto federal de educação ciência e tecnologia goiano,aeração resfriada em sementes de soja armazenadas em diferentes embalagens,ciencias agrarias,
687349,3125269649173653,1437906021799282,doutorado,2007.0,2011,ciências biológicas biofísica,universidade federal do rio de janeiro,porina vca1008 de vibrio cholerae o1 regulação da expressão gênica e caracterização funcional,ciencias biologicas,
311573,7909136036269249,10117506,mestrado,,2012,serviço social,uerj programa de pós graduação em serviço social,trabalho precário uma reflexão sobre o trabalho dos camelôs,ciencias sociais aplicadas,
1212854,6893272900174059,5495138429428194,doutorado,2004.0,2008,geociencias geologia regional rc,universidade estadual paulista júlio de mesquita filho,caracterização geológica do município de assis a importância do estudo das coberturas cenozóicas,ciencias exatas e da terra,
36302,148772831660645,9870561480867001,mestrado,2014.0,2016,engenharia civil edificacoes,universidade federal do ceará,diretrizes para uso de indicadores de desempenho em empresas construtoras,engenharias,
940541,6534805938502619,3094082457111362,mestrado,2007.0,2009,patologia,universidade federal do ceará,perfil clínico dos pacientes com llc do ambulatório do huwc hemoce correlação com marcadores biológicos de prognóstico,ciencias da saude,
562639,10493407,8042544150653096,mestrado,1984.0,1989,mestre em educação matemática,universidade estadual paulista júlio de mesquita filho,a modelagem matemática como estratégia de aprendizagem em cursos de especialização de professores,ciencias exatas e da terra,matemática
962710,4448656240961492,3252901956002280,mestrado,2009.0,2011,biotecnologia,universidade de são paulo,identificação de bactérias isoladas de elementos metálicos de torres de transmissão de energia elétrica e avaliação de resistência à metais pesados,,
1164654,5928642262310965,4992563748465949,mestrado,2007.0,2010,,universidade de são paulo,teatralidade da palavra poética em paranoia de roberto piva,linguistica letras e artes,letras
779448,4620650316029248,2013700592454271,mestrado,2015.0,2017,medicina veterinária,universidade estadual paulista júlio de mesquita filho,umidade da massa no extrusor sobre os parâmetros de processamento macroestrutura cozimento do amido e palatabilidade de alimentos extrusados para gatos,ciencias agrarias,
567484,7572366766177648,10500444,pos-doutorado,,2006,,universidade estadual de campinas,,ciencias exatas e da terra,
638775,1163781303680223,7725723209566160,doutorado,,2018,odontologia,universidade estadual de campinas,avaliação dos mecanismos neuroquímicos envolvidos na hipoalgesia induzida pelo diabetes na atm de ratos,,
242321,10015906,2608297790936880,doutorado,1999.0,2003,comportamento animal e etologia cognitiva,university of oxford,the starling as a rational decision maker,ciencias humanas,
1242115,9883481342993584,5855824913504182,mestrado,2011.0,2013,educação,universidade cidade de são paulo,portal universitário ferramenta pedagógica para o ensino presencial do centro universitário cesmac,ciencias humanas,
306041,10109330,1265229132135721,mestrado,1983.0,1987,planejamento regional,universität karlsruhe,bestimmungsgründe und beeinflussungsmöglichkeiten der städtischen bodenpreise ein beitrag zur diskussion über die städtische bodenreform in brasilien,ciencias sociais aplicadas,planejamento urbano e regional
14647,56681206784322,3091808838904872,mestrado,2000.0,2002,direito,universidade do vale do rio dos sinos,o ocaso da condenação civil possibilidades e perspectivas em tema de tutela jurisdicional,ciencias sociais aplicadas,direito
855790,8359047427445402,2494275533848200,doutorado,2004.0,2008,enfermagem,escola de enfermagem de ribeirão preto usp,a dimensão gerencial da prática do enfermeiro nos serviços de saúde subsidiando o ensino de graduação,ciencias da saude,
854188,3381371209712524,2483458145895884,doutorado,2000.0,2004,psicologia,universidade federal do rio grande do sul,modelos causais de adolescentes e de adultos para as mudanças de estado e a transformação química da matéria,ciencias humanas,
443345,10313596,8472180909745390,mestrado,2010.0,2011,lingüística aplicada e estudos da linguagem,pontifícia universidade católica de são paulo,aspectos cognitivos discursivos e pragmáticos na elaboração textual,,
1283702,8999535447828760,6425073075811847,mestrado,2007.0,2009,engenharia de produção,universidade federal de itajubá,otimização do processo de nitretação gasosa na redução de trincas em anéis de pistão para motores de combustão interna,engenharias,engenharia de produção
1380164,9755128186799177,8397513482369217,mestrado,1990.0,1995,antropologia social,universidade federal de santa catarina,românticos e burocráticos pontos para uma etnografia do campo jornalístico paulistano,ciencias humanas,
644145,4861670088127572,1194232026628356,mestrado,2015.0,2017,psicologia,universidade federal da bahia,significações rupturas e transições na experiência de adoecimento renal crônico de adultos jovens,ciencias humanas,
886877,2705297606283605,9783490406761138,mestrado,2011.0,2012,ciencias farmaceuticas,universidade federal do piauí,estudo do potencial antioxidante in vitro e in vivo do extrato aquoso das folhas de centratherum punctatum ssp punctatum cass asteraceae,ciencias biologicas,
102022,422737181917459,893365118847070,mestrado,2000.0,2002,zootecnia,universidade estadual de maringá,exigência de lisina para suínos em fase inicial 15 30 kg de dois grupos genéticos em rações formuladas de acordo com o conceito de proteína ideal,,
798992,9720274214573371,2133864300816072,mestrado,2012.0,2014,engenharia química,universidade federal de são carlos,produção de hidrogênio em reator anaeróbio de leito fluidizado a partir de glicerol bruto sob condições termofílicas,engenharias,
288610,3761718736777602,10083414,mestrado,,2006,mestrado em relações internacionais,universidade do sul de santa catarina,a inimputabilidade penal e as medidas aplicadas a adolescentes infratores no brasil e na argentina,,
1040057,3857487715990801,6311274050600328,mestrado,2008.0,2010,letras,universidade federal do piauí,o fantástico no romance não verás país nenhum de ignácio de loyola brandão,,
347808,6875731821669654,10171430,mestrado,,2004,psicologia,universidade federal do rio grande do norte,a psicologia e o programa de saúde da família novas possibilidades velhos dogmas,ciencias humanas,
508172,8968483294142013,10412055,mestrado,,2003,computação,universidade federal do rio grande do sul,regras de associação aplicadas aos filtros de mensagens e canais de informação do projeto direto,ciencias exatas e da terra,
962001,3247069483258629,6385441627877147,mestrado,2013.0,2016,programa de pós graduação em saúde pública,esola de enfermagem de ribeirão preto,os sentidos das experiências de mães de crianças e adolescentes oncológicos com a terapia complementar,,
220514,1147850440799616,946983416166016,doutorado,2016.0,2019,direito,faculdade de direito da universidade de são paulo,formas de apropriação da terra e reforma agrária im possibilidades interculturais,,
98681,9522323853810603,408321083175019,doutorado,1989.0,1995,ciências biológicas genética,universidade de são paulo,determinação primária do sexo estudo clínico citogenético e molecular,ciencias da saude,
968839,4632320002161365,3298521301507257,mestrado,2003.0,2005,engenharia agrícola,universidade federal de viçosa,irrigação de panicum maximum jacq cv tanzânia em ambiente protegido,,
452102,10326392,5843671771743919,mestrado,2008.0,2008,international relations management,universita cattolica del sacro cuore di milano,mercosul história evolução e perspectivas futuras,,
257517,2571604228113664,10037401,mestrado,,2009,agronomia fitopatologia,universidade federal de lavras,desenho de primers e clonagem do gene do capsídeo de fitovírus para uso como controles positivos na diagnose por rt pcr,ciencias agrarias,
98776,409054606269054,10403547,pos-doutorado,,2016,,universidade federal do piauí,,ciencias biologicas,
654610,1252685026530007,1602635349379495,mestrado,2016.0,2018,odontologia,pontifícia universidade católica do rio grande do sul,resistência á fratura de dentes endodonticamente tratados restaurados com malha de fibra de vidro,,
794359,5207353654687322,2104164961127028,mestrado,2006.0,2008,ciências da reabilitação,universidade federal de minas gerais,hidropletismometria avaliação da validade e confiabilidade de um equipamento para tornozelo e pé,engenharias,
341964,10162740,5470837754775812,doutorado,1975.0,1980,,universidade de santiago de compostela,síntesis de 3 aminometiltetralonas como agentes neurolépticos potenciales,ciencias da saude,farmácia
1021888,5677099044272789,3715327218473423,mestrado,2016.0,2018,direito direito e desenvolvimento,universidade federal do ceará,a destituição do poder familiar no brasil um diagnóstico de impasses e desafios sob a égide da doutrina da proteção integral,,
932052,9317499005247273,3031190011073528,mestrado,2008.0,2010,zoologia,unesp campus de rio claro,ecomorfologia alimentar comparada de duas espécies de raias simpátricas zapteryx brevirostris e rioraja agassizi chondrichthyes elasmobranchii da costa de são paulo,ciencias biologicas,
1172226,9661213429808142,5068663948354179,mestrado,2007.0,2009,educação,universidade de passo fundo,políticas de educação infantil e escola em tempo integral entre a formulação legal e a prática cotidiana,,
726391,8870556978317000,1678613581879501,mestrado,2013.0,2015,estatística,universidade federal de são carlos,família kumaraswamy g para analisar dados de sobrevivência de longa duração,ciencias exatas e da terra,
659856,8977816806473448,1282718151277743,mestrado,,2001,engenharia de produção,universidade federal de santa catarina,a nova educação profissional de nível técnico estudo para a concepção de um modelo para o cefet pr,,
937184,3067875155143249,3742096212976615,doutorado,2007.0,2012,história,universidade federal do rio grande do sul,costurando vidas os itinerários de duas professoras ana aurora do amaral lisboa 1860 1951 e júlia malvina hailliot tavares 1866 1939,ciencias humanas,
636034,6415383294641273,1148794578246057,doutorado,2004.0,2008,farmacologia,faculdade de medicina de ribeirão preto usp,investigação dos mecanismos moleculares associados à indução da hipernocicepção persistente pela administração intraplantar de pge2,ciencias biologicas,
518934,5050119448764884,10428028,mestrado,,2015,administração pública,faculdade de direito da universidade de coimbra,a eficácia e impacto das tecnologias na administração dos recursos materiais das águas de coimbra,,
520723,2476843545735678,10430742,mestrado,,2009,estatística,universidade federal do rio de janeiro,modelos com coeficientes variando no espaco para dados da familia exponencial,,
611079,6204685444781546,10565993,mestrado,,2019,mestrado em metrologia e qualidade,instituto nacional de metrologia qualidade e tecnologia,a influência do judiciário na atuação regulatória do inmetro,engenharias,
982919,3405503472010994,5992445015974705,doutorado,2008.0,2012,informática,universidade federal do amazonas,seleção de sementes para coletores focados,ciencias exatas e da terra,ciência da computação
167119,706396442417351,4667676619370758,mestrado,2016.0,2017,genética e biologia molecular,universidade federal de goiás,genética quantitativa e diferenciação de tamanho corporal em sistemas ilha continente uma análise filogenética comparativa em primatas,ciencias biologicas,
220805,8453946212159478,948629282239277,mestrado,2012.0,2015,geofísica conceito capes,instituto de astronomia geofísica e ciências atmosféricas usp,caracterização hidrogeoelétrica na região de termas de ibirá bacia do paraná por meio de inversão conjunta 1d de sondagens tdem sevs,ciencias exatas e da terra,
941150,6405066726523936,3098057954850683,doutorado,,2001,ciências biológicas microbiologia,universidade federal de minas gerais,aspectos da resposta imune celular na infecção pelo helicobacter heilmanii fatores relacionados ao hospedeiro e ao microrganismo,ciencias biologicas,
531105,7612322297457083,10445893,mestrado,,2010,sociologia,universidad arturo prat,diferencias en la percepción de calidad de vida de los inmigrantes de iquique,ciencias sociais aplicadas,
130274,546134611213515,5418595048700000,doutorado,2011.0,2015,distúrbios da comunicação humana fonoaudiologia,universidade federal de são paulo,re habilitação por meio do uso do sistema fm e do treinamento auditivo acusticamente controlado em distúrbios do processamento auditivo,ciencias da saude,
508453,1416021208462821,10412453,mestrado,,2015,mestrado profissional em administração,faculdade pedro leopoldo,o consumo de serviços em salões de beleza um estudo sobre mulheres de baixa renda,,
86015,353487063215005,3904612133410120,mestrado,1992.0,1996,educação,universidade federal do paraná,uma proposta de leitura neuropsicológico dos problemas de aprendizagem,,
305678,6007670556234119,10108828,mestrado,,1993,educação,faculdade de educação da usp,educação para a justiça hoje atualidade pedagógica da proposta tomista,,
91653,378037993390069,8237350541071099,doutorado,2011.0,2014,medicina hepatologia,universidade federal de ciências da saúde de porto alegre,síndrome metabólica pós transplante hepático prevalência e fatores de associados,,
202229,3491806982519658,866263525787940,doutorado,2002.0,2006,programa de pós graduação em saúde mental,faculdade de medicina de ribeirão preto,adaptação psicosocial e qualidades de vida de vitimas de acidentes de trânsito,ciencias da saude,medicina
933165,3039048464195255,7493825170289056,mestrado,2011.0,2013,música,universidade federal do paraná,número som e beleza a estética musical em boécio,linguistica letras e artes,artes
1235196,5769696618237368,9491856354971043,mestrado,,2015,educação,universidade de caxias do sul,o laboratório de informática e os dispositivos móveis presentes na escola desafios e possibilidades,ciencias humanas,
1400508,9954330400546507,9376381443112714,mestrado,,2018,mestrado em administração e negócios,pontifícia universidade católica do rio grande do sul,entendendo os significados de consumo de smartphones por jovens de baixa renda,,
188890,806064137922471,8793858524973183,doutorado,2008.0,2011,anatomia dos animais domésticos e silvestres,universidade de são paulo,diferenças nas expressões gênicas do saco vitelíno de embriões bovinos provenientes de inseminação artificial e fiv,ciencias agrarias,
865036,6653898998670682,2554948707117839,doutorado,1997.0,2001,doutorado em educação,pontifícia universidade católica de são paulo,república escola e cidaddania um estudo sobre três reformas para a educação no espírito santo 1882 1908,ciencias humanas,
417672,10275858,5653006690809689,mestrado,1997.0,2001,história e cultura pré clássica,universidade de lisboa,nomear o divino em ugarit consignação metaforização e ritualização no ciclo de baal,ciencias humanas,história
