,source_id_lattes,target_id_lattes,academic_degree,start_year,conclusion_year,course,institution,thesis,major_area,area
764750,1919917745460678,5074578824504931,doutorado,2010.0,2013,doutorado em educação,universidade federal do rio grande do norte,a docência na educação infantil representações sociais dos professores cursistas do proinfantil do estado do rio grande do norte sobre o trabalho docente na educação infantil,ciencias humanas,
1141466,6869074139485264,4750433369185921,mestrado,2014.0,2016,química analítica,universidade federal de minas gerais,estudo de bio óleos de sorgo biomassa obtidos via pirólise catalítica rápida,ciencias exatas e da terra,
97349,6670656850851337,403751071209351,doutorado,2000.0,2005,medicina cirurgia,universidade federal do rio grande do sul,estudo de fase i com vacina celular autóloga imunomodulada para tratamento de câncer de próstata localmente avançado ou metastático,ciencias da saude,
1375500,8256254118036403,9729959889244603,mestrado,1992.0,1996,saneamento meio ambiente e recursos hídricos,universidade federal de minas gerais,clorador por difusão avaliação de desempenho e de parâmetros de projeto,,
753097,1846811798094932,4502522854087293,mestrado,2015.0,2016,educação,centro universitário internacional,tecnologias educacionais na prática pedagógica dos professores de um curso de medicina,ciencias humanas,
755057,1860524286570589,2124912888242287,mestrado,2002.0,2004,geociências geoquímica,universidade federal fluminense,caracterização de hidrocarbonetos na região costeira do rio paraíba do sul estação de tratamento de efluentes de cabiúnas e emissário de ipanema rj brasil,ciencias exatas e da terra,
362934,8829898424320537,10193032,mestrado,,2015,matemática,universidade federal da paraíba,o cálculo de distância entre pontos inacessíveis,,
894075,2758348799133801,3729947838352361,mestrado,2011.0,2013,estética e filosofia da arte,universidade federal de ouro preto,do gosto como princípio universal do juízo estético e moral em david hume,ciencias humanas,
552850,8218445325520629,10478307,mestrado,,2015,ciencia veterinaria,dmv ufrpe,avaliação do efeito cicatrizante e analgésico da pomada fitoterápica contendo extrato da batata de tieron em modelo experimental de feridas cutâneas em ratos e aplicado em cães e gatos,,
246848,10022398,7467515754342875,mestrado,2006.0,2008,direito,universidade de caxias do sul,a responsabilidade dos bancos pelos danos ambientais das empresas financiadas,,
805953,2176215981291453,9285398075260491,doutorado,2014.0,2018,ciência e engenharia dos materiais,universidade federal de são carlos,produção de recobrimentos através de laser cladding de pós vítreos de ligas ni nb sn,engenharias,
935638,4671604100983425,3057144192180870,mestrado,2012.0,2015,enfermagem,escola de enfermagem de ribeirão preto da universidade de são paulo,carga de trabalho e absenteismo da equipe de enfermagem em unidade de terapia intensiva,ciencias da saude,
949079,3153168342137081,7187127555316275,mestrado,2011.0,2013,geografia,universidade federal de juiz de fora,comportas abertas para o risco análise geográfica da inundação brusca ocorrida em areal rj em 12 de janeiro de 2011,ciencias humanas,
1282014,8518698825437370,6400669226127137,doutorado,2008.0,2014,artes,universidade federal de minas gerais,jogo digital aspectos psicofisiológicos no processo de imersão,ciencias exatas e da terra,
1106659,4427136781589517,8772231390273217,mestrado,2011.0,2013,zootecnia,universidade federal de sergipe,conservação e valor nutricional de subprodutos agroindustriais para alimentação de ovinos em recria,ciencias agrarias,
1156360,4907904919744128,5892923805436103,mestrado,2003.0,2005,planejamento urbano e regional,universidade do vale do paraíba,o aeroporto de são josé dos campos no contexto do desenvolvimento urbano regional do vale do paraíba,ciencias sociais aplicadas,planejamento urbano e regional
65460,5913355342436995,269855084043518,mestrado,2012.0,2015,mestre em ciências e tecnologias nucleares,instituto de engenharia nuclear,avaliação acustoelástica da soldagem e tratamento térmico de alívio de tensões de aço do vaso de pressão de angra iii,engenharias,engenharia nuclear
962851,3254286158593353,5941100880312996,mestrado,2000.0,2001,educação,universidade estadual de campinas,humanização e qualidade de ensino uma estratégia de política educacional,ciencias humanas,
1050124,3937502490683382,8440152723619813,mestrado,2008.0,2011,engenharia de sistemas e computação,universidade federal do rio de janeiro,uma estratégia para balanceamento de carga em banco de dados replicados,,
1272183,6606590329311722,6256892352521550,mestrado,2002.0,2004,administração,universidade federal do paraná,noções do trabalho feminino em chão de fábrica em uma empresa líder no setor de eletrodoméstico,ciencias sociais aplicadas,administração
795785,2114135234349130,3226088534749579,doutorado,2013.0,2017,estudos lingüísticos,universidade federal de minas gerais,telenovelas brasileiras um estudo histórico discursivo,linguistica letras e artes,
335000,10152139,5941277168544384,doutorado,2011.0,2015,doutorado ciências jurídico sociais,universidad del museo social argentino,el principio de isonomia de genero y jubilación,ciencias sociais aplicadas,direito
1152490,4862963990848505,6316278454654265,mestrado,2011.0,2013,matemática,universidade federal de goiás,análise combinatória uma questão de lógica e linguagens,,
870503,2593509584288129,3801155631580819,mestrado,2013.0,2015,ciências farmacêuticas,universidade federal do rio grande do norte,nanopartículas catiônicas de poli ácido lático para liberação modificada de peptídeos e proteínas da peçonha do escorpião tityus serrulatus,,
539712,10458586,7232121381900058,mestrado,2005.0,2010,direito,universidade de lisboa,a extinção do contrato de trabalho do futebolista profissional uma perspectiva luso brasileira,,
579157,10517954,6698246744905190,mestrado,2014.0,2017,mestrado em engenharia de gestão industrial,universidade do minho,investigação das possibilidades de melhoria contínua baseada na filosofia kaizen um estudo de caso em uma empresa fabricante de motocicletas,,
542475,4197266977644156,10463217,doutorado,,1993,,universidade de são paulo,formas finitas do teorema de de finetti a visao preditivista da infe rencia em populacoes finitas,,
1283946,6428943613906472,9301407006432863,mestrado,,2012,administração,universidade do estado de santa catarina,gestão municipal e desenvolvimento sustentável um estudo dos indicadores de sustentabilidade nos municípios catarinenses,,
651393,1235446771186252,2675009900378570,doutorado,1998.0,2001,engenharia civil,universidade estadual de campinas,uma metodologia alternativa para avaliação ambiental a partir dos conceitos de totalidade e ordem implicada,engenharias,
1191805,5267886320701715,6359552637268872,doutorado,2000.0,2005,ciências da cirurgia,universidade estadual de campinas,plastia de estenoses jejunais ileais e ileocecais na doença de crohn análise de resultados imediatos e tardios,,
108833,450422270760261,2997722850933017,mestrado,2003.0,2005,história,universidade federal de minas gerais,os técnicos em ação o engenheiros de minas gerais e as alternativas de desenvolvimento regional 1935 1945,ciencias humanas,
